[2525838158, 2131259422]
[2378936056, 3457721021]
[3771548824, 1048654685]
[4046609695, 3005361135]
[1479203046, 2369127682]
[632252741, 3905559617]
[3135469025, 2838700158]
[3771548896, 2584991232]
[2063632177, 3380592453]
[3857285033, 3045255293]
[2388038835, 1118496229]
[1150193899, 1511330485]
[2381089135, 812925706]
[957972899, 2533406596]
[1046196457, 3907275679]
[1046196436, 1511330673]
[3463743104, 1304325649]
[4129462757, 2497245147]
[2489212234, 2131259422]
[3145250375, 1041642555]
[2369368104, 3084347937]
[3321925653, 1047789807]
[2576902996, 868354263]
[2607616367, 3197398268]
[2370988673, 3380591494]
[1046198300, 967831034]
[797598958, 2451361286]
[797598972, 2528956436]
[776426429, 3463869485]
[3092349691, 3771550078]
[2602115244, 1301132657]
[796237390, 2131261069]
[1516631412, 1041448297]
[3173599015, 1066650384]
[796237470, 592537947]
[3771548896, 3450750592]
[623586459, 3450782076]
[843469517, 2497288331]
[2247093560, 878531072]
[3892470788, 2624238781]
[1327447432, 1118496229]
[665701756, 1300717197]
[1551152675, 1523615362]
[3096681727, 3378520922]
[3771548896, 906391290]
[2369371884, 1044059320]
[3008198606, 3380591910]
[2499828464, 3125531892]
[4142048109, 2497192197]
[797598959, 2512674224]
[4129462778, 2497321362]
[1150193749, 1302343525]
[3213864372, 1041448315]
[3098331706, 3045255293]
[1053863868, 2218831185]
[1063862720, 591340204]
[1477852612, 1523596069]
[3193186827, 3462492271]
[1053941590, 1302343624]
[3088076755, 3377078238]
[1150178931, 3907275153]
[1551199971, 3771550984]
[868361589, 3907275667]
[1551128726, 2131261410]
[1150191240, 2247055229]
[900215349, 1378500160]
[1477635720, 2369142566]
[1324081509, 3380152567]
[1398870359, 1066650410]
[2592322430, 868354260]
[1398702982, 1066650416]
[3335277699, 882872729]
[3878477404, 3463482349]
[868361525, 2624213322]
[843470578, 2497259200]
[3222089827, 2624098897]
[776477854, 641788246]
[549536034, 2131261386]
[957972899, 881145510]
[3771548840, 2650641625]
[3771548840, 2568633647]
[2280396660, 1150164068]
[3279723143, 868354247]
[1055930090, 959202581]
[2643835111, 1118496229]
[1150168441, 1225116298]
[3771548856, 827255897]
[3124619375, 2993344807]
[611899282, 3463480548]
[2254675667, 3378521082]
[1547438216, 1523683469]
[3087304048, 3045255293]
[1057759258, 3196630171]
[667402818, 3450713831]
[4052435225, 868354273]
[2479431853, 1118496258]
[2722536814, 957980403]
[1480093393, 3378196886]
[3771548896, 2497347412]
[1479363207, 2369142555]
[1949927132, 1926164698]
[667184738, 816737347]
[1550267692, 1043609854]
[824098194, 3854389345]
[957972899, 2442898276]
[1543620800, 2131261382]
[3145149094, 881145863]
[3201775430, 937101630]
[1479388948, 1512481978]
[2247093560, 3907275677]
[1053863883, 2247084155]
[1063862689, 3445767294]
[1150168361, 2650653221]
[1551207353, 1523692834]
[1150194032, 1301132518]
[551051113, 1150209481]
[3771548896, 3450810367]
[3075031685, 3045255293]
[4127988082, 3851388289]
[3136152912, 1301132518]
[3084346209, 2568630021]
[2319835774, 977403824]
[1511353232, 2131261320]
[1353537700, 1928396859]
[2254898713, 3771551007]
[846725099, 3450806208]
[3132665536, 3853555349]
[4129448122, 1512238063]
[868361600, 3907275667]
[3103235608, 977403794]
[1291692893, 3201707076]
[776525801, 807451027]
[1484014848, 3457708411]
[1053863740, 2248063697]
[1567964258, 878528496]
[1545681687, 2131261386]
[1150168344, 2563421911]
[2248062365, 2563573403]
[2183128113, 3197398034]
[1063863094, 3445768058]
[4228909618, 957339015]
[1477904317, 1523692832]
[2722536814, 1044061071]
[1063863092, 3445767112]
